index;0;year
SK091 Lappeenranta;25271;1996
SK093 Imatra;23735;1996
SK101 Mikkeli;20552;1996
SK103 Savonlinna;20397;1996
SK105 Pieksämäki;19781;1996
SK111 Ylä-Savo;18269;1996
SK112 Kuopio;24768;1996
SK113 Koillis-Savo;13791;1996
SK114 Varkaus;23328;1996
SK115 Sisä-Savo;15841;1996
SK122 Joensuu;20630;1996
SK124 Keski-Karjala;16980;1996
SK125 Pielisen Karjala;17040;1996
SK131 Jyväskylä;25599;1996
SK132 Joutsa;14668;1996
SK133 Keuruu;20066;1996
SK134 Jämsä;27355;1996
SK135 Äänekoski;24910;1996
SK138 Saarijärvi-Viitasaari;16774;1996
SK141 Suupohja;17183;1996
SK142 Seinäjoki;23242;1996
SK144 Kuusiokunnat;19729;1996
SK146 Järviseutu;18076;1996
SK152 Vaasa;27549;1996
SK153 Sydösterbotten;21371;1996
SK154 Jakobstadsregionen;26910;1996
SK161 Kaustinen;19037;1996
SK162 Kokkola;25899;1996
SK171 Oulu;29048;1996
SK173 Oulunkaari;18162;1996
SK174 Raahe;29929;1996
SK175 Haapavesi-Siikalatva;19474;1996
SK176 Nivala-Haapajärvi;18866;1996
SK177 Ylivieska;22627;1996
SK178 Koillismaa;21689;1996
SK181 Kehys-Kainuu;17106;1996
SK182 Kajaani;23880;1996
SK191 Rovaniemi;25035;1996
SK192 Kemi-Tornio;26038;1996
SK193 Torniolaakso;17689;1996
SK194 Itä-Lappi;20277;1996
SK196 Tunturi-Lappi;19746;1996
SK197 Pohjois-Lappi;23173;1996
SK211 Mariehamns stad;34160;1996
SK212 Ålands landsbygd;32487;1996
SK213 Ålands skärgård;26116;1996
WHOLE COUNTRY;27996;1997
Akaa;23932;1997
Alajärvi;20350;1997
Alavieska;18188;1997
Alavus;20468;1997
Asikkala;23793;1997
Askola;30855;1997
Aura;29313;1997
Brändö;29045;1997
Eckerö;28621;1997
Enonkoski;16151;1997
Enontekiö;21391;1997
Espoo;47105;1997
Eura;26368;1997
Eurajoki;28629;1997
Evijärvi;18261;1997
Finström;34726;1997
Forssa;23377;1997
Föglö;25580;1997
Geta;21192;1997
Haapajärvi;21133;1997
Haapavesi;22162;1997
Hailuoto;20789;1997
Halsua;16166;1997
Hamina;28330;1997
Hammarland;31012;1997
Hankasalmi;16789;1997
Hanko;31744;1997
Harjavalta;28059;1997
Hartola;14954;1997
Hattula;30196;1997
Hausjärvi;26800;1997
Heinola;25537;1997
Heinävesi;16524;1997
Helsinki;32237;1997
Hirvensalmi;13535;1997
Hollola;30470;1997
Huittinen;21153;1997
Humppila;18995;1997
Hyrynsalmi;16125;1997
Hyvinkää;31366;1997
Hämeenkyrö;24525;1997
Hämeenlinna;24756;1997
Ii;21770;1997
Iisalmi;23246;1997
Iitti;21093;1997
Ikaalinen;21610;1997
Ilmajoki;23336;1997
Ilomantsi;16730;1997
Imatra;25639;1997
Inari;24429;1997
Ingå;31661;1997
Isojoki;12882;1997
Isokyrö;20146;1997
Janakkala;28229;1997
Joensuu;22632;1997
Jokioinen;27651;1997
Jomala;39303;1997
Joroinen;21926;1997
Joutsa;15474;1997
Juuka;16593;1997
Juupajoki;20457;1997
Juva;16954;1997
Jyväskylä;26967;1997
Jämijärvi;16719;1997
Jämsä;27912;1997
Järvenpää;38283;1997
Kaarina;36274;1997
Kaavi;15149;1997
Kajaani;26110;1997
Kalajoki;22927;1997
Kangasala;30676;1997
Kangasniemi;15842;1997
Kankaanpää;21986;1997
Kannonkoski;13112;1997
Kannus;25515;1997
Karijoki;15018;1997
Karkkila;25533;1997
Karstula;19283;1997
Karvia;14319;1997
Kaskinen;37733;1997
